TimeStamp: 2022/01/18 19:29:14.688684, ElapsedTime[s]: 114.311, Temperature[degC]: 19.40032, Humidity[%]: 56.44159
TimeStamp: 2022/01/18 19:33:42.680326, ElapsedTime[s]: 382.304, Temperature[degC]: 19.40032, Humidity[%]: 49.31869
TimeStamp: 2022/01/18 19:33:44.15451, ElapsedTime[s]: 383.637, Temperature[degC]: 19.40032, Humidity[%]: 49.21645
TimeStamp: 2022/01/18 19:33:45.346724, ElapsedTime[s]: 384.968, Temperature[degC]: 19.40032, Humidity[%]: 49.13558
TimeStamp: 2022/01/18 19:33:46.678823, ElapsedTime[s]: 386.301, Temperature[degC]: 19.40032, Humidity[%]: 49.05776
TimeStamp: 2022/01/18 19:33:48.12807, ElapsedTime[s]: 387.634, Temperature[degC]: 19.41367, Humidity[%]: 48.96925
TimeStamp: 2022/01/18 19:33:49.344042, ElapsedTime[s]: 388.966, Temperature[degC]: 19.40032, Humidity[%]: 48.7953
TimeStamp: 2022/01/18 19:33:50.677340, ElapsedTime[s]: 390.299, Temperature[degC]: 19.40032, Humidity[%]: 48.59999
TimeStamp: 2022/01/18 19:33:52.9771, ElapsedTime[s]: 391.632, Temperature[degC]: 19.43237, Humidity[%]: 48.40772
TimeStamp: 2022/01/18 19:33:53.340182, ElapsedTime[s]: 392.962, Temperature[degC]: 19.41367, Humidity[%]: 48.38026
TimeStamp: 2022/01/18 19:33:54.672748, ElapsedTime[s]: 394.295, Temperature[degC]: 19.41367, Humidity[%]: 48.33906
TimeStamp: 2022/01/18 19:33:56.5321, ElapsedTime[s]: 395.627, Temperature[degC]: 19.43237, Humidity[%]: 48.32838
TimeStamp: 2022/01/18 19:33:57.335391, ElapsedTime[s]: 396.957, Temperature[degC]: 19.41367, Humidity[%]: 48.36652
TimeStamp: 2022/01/18 19:33:58.667648, ElapsedTime[s]: 398.289, Temperature[degC]: 19.40032, Humidity[%]: 48.39246
TimeStamp: 2022/01/18 19:34:00.933, ElapsedTime[s]: 399.623, Temperature[degC]: 19.41367, Humidity[%]: 48.49775
TimeStamp: 2022/01/18 19:34:01.333477, ElapsedTime[s]: 400.962, Temperature[degC]: 19.41367, Humidity[%]: 48.50843
TimeStamp: 2022/01/18 19:34:02.672011, ElapsedTime[s]: 402.299, Temperature[degC]: 19.41367, Humidity[%]: 48.5359
TimeStamp: 2022/01/18 19:34:04.8937, ElapsedTime[s]: 403.636, Temperature[degC]: 19.40032, Humidity[%]: 48.57252
TimeStamp: 2022/01/18 19:34:05.344578, ElapsedTime[s]: 404.972, Temperature[degC]: 19.44572, Humidity[%]: 48.56642
TimeStamp: 2022/01/18 19:34:06.682821, ElapsedTime[s]: 406.313, Temperature[degC]: 19.41367, Humidity[%]: 48.56184
TimeStamp: 2022/01/18 19:34:08.24343, ElapsedTime[s]: 407.652, Temperature[degC]: 19.44572, Humidity[%]: 48.51301
TimeStamp: 2022/01/18 19:34:09.362267, ElapsedTime[s]: 408.993, Temperature[degC]: 19.44572, Humidity[%]: 48.6305
TimeStamp: 2022/01/18 19:34:10.704616, ElapsedTime[s]: 410.326, Temperature[degC]: 19.43237, Humidity[%]: 48.61677
TimeStamp: 2022/01/18 19:34:12.36705, ElapsedTime[s]: 411.659, Temperature[degC]: 19.44572, Humidity[%]: 48.69612
TimeStamp: 2022/01/18 19:34:13.368703, ElapsedTime[s]: 412.992, Temperature[degC]: 19.44572, Humidity[%]: 48.87922
TimeStamp: 2022/01/18 19:34:14.703999, ElapsedTime[s]: 414.326, Temperature[degC]: 19.44572, Humidity[%]: 49.12948
TimeStamp: 2022/01/18 19:34:16.36547, ElapsedTime[s]: 415.658, Temperature[degC]: 19.43237, Humidity[%]: 49.2958
TimeStamp: 2022/01/18 19:34:17.367631, ElapsedTime[s]: 416.99, Temperature[degC]: 19.45907, Humidity[%]: 49.39041
TimeStamp: 2022/01/18 19:34:18.699950, ElapsedTime[s]: 418.322, Temperature[degC]: 19.44572, Humidity[%]: 49.46823
TimeStamp: 2022/01/18 19:34:20.34442, ElapsedTime[s]: 419.656, Temperature[degC]: 19.45907, Humidity[%]: 49.54757
TimeStamp: 2022/01/18 19:34:21.365895, ElapsedTime[s]: 420.987, Temperature[degC]: 19.44572, Humidity[%]: 49.50943
TimeStamp: 2022/01/18 19:34:22.698636, ElapsedTime[s]: 422.321, Temperature[degC]: 19.45907, Humidity[%]: 49.54757
TimeStamp: 2022/01/18 19:34:24.32346, ElapsedTime[s]: 423.654, Temperature[degC]: 19.45907, Humidity[%]: 49.49722
TimeStamp: 2022/01/18 19:34:25.363184, ElapsedTime[s]: 424.985, Temperature[degC]: 19.47242, Humidity[%]: 49.40567
TimeStamp: 2022/01/18 19:34:26.695624, ElapsedTime[s]: 426.317, Temperature[degC]: 19.45907, Humidity[%]: 49.35379
TimeStamp: 2022/01/18 19:34:28.28003, ElapsedTime[s]: 427.65, Temperature[degC]: 19.45907, Humidity[%]: 49.36447
TimeStamp: 2022/01/18 19:34:29.360423, ElapsedTime[s]: 428.982, Temperature[degC]: 19.47242, Humidity[%]: 49.4194
TimeStamp: 2022/01/18 19:34:30.692251, ElapsedTime[s]: 430.314, Temperature[degC]: 19.45907, Humidity[%]: 49.53384
TimeStamp: 2022/01/18 19:34:32.27175, ElapsedTime[s]: 431.649, Temperature[degC]: 19.47242, Humidity[%]: 49.62844
TimeStamp: 2022/01/18 19:34:33.356979, ElapsedTime[s]: 432.979, Temperature[degC]: 19.45907, Humidity[%]: 49.74441
TimeStamp: 2022/01/18 19:34:34.689893, ElapsedTime[s]: 434.311, Temperature[degC]: 19.47242, Humidity[%]: 49.77188
TimeStamp: 2022/01/18 19:34:36.21744, ElapsedTime[s]: 435.644, Temperature[degC]: 19.47242, Humidity[%]: 49.65591
TimeStamp: 2022/01/18 19:34:37.352912, ElapsedTime[s]: 436.974, Temperature[degC]: 19.48844, Humidity[%]: 49.52468
TimeStamp: 2022/01/18 19:34:38.684910, ElapsedTime[s]: 438.307, Temperature[degC]: 19.48844, Humidity[%]: 49.34463
TimeStamp: 2022/01/18 19:34:40.18925, ElapsedTime[s]: 439.641, Temperature[degC]: 19.47242, Humidity[%]: 49.26223
TimeStamp: 2022/01/18 19:34:41.349481, ElapsedTime[s]: 440.973, Temperature[degC]: 19.47242, Humidity[%]: 49.23629
TimeStamp: 2022/01/18 19:34:42.683279, ElapsedTime[s]: 442.305, Temperature[degC]: 19.50179, Humidity[%]: 49.28054
TimeStamp: 2022/01/18 19:34:44.15458, ElapsedTime[s]: 443.637, Temperature[degC]: 19.50179, Humidity[%]: 49.23934
TimeStamp: 2022/01/18 19:34:45.347221, ElapsedTime[s]: 444.969, Temperature[degC]: 19.48844, Humidity[%]: 49.25002
TimeStamp: 2022/01/18 19:34:46.679138, ElapsedTime[s]: 446.301, Temperature[degC]: 19.48844, Humidity[%]: 49.13405
TimeStamp: 2022/01/18 19:34:48.12948, ElapsedTime[s]: 447.634, Temperature[degC]: 19.47242, Humidity[%]: 48.98757
TimeStamp: 2022/01/18 19:34:49.344453, ElapsedTime[s]: 448.967, Temperature[degC]: 19.50179, Humidity[%]: 48.925
TimeStamp: 2022/01/18 19:34:50.678447, ElapsedTime[s]: 450.3, Temperature[degC]: 19.5285, Humidity[%]: 48.86396
TimeStamp: 2022/01/18 19:34:52.11037, ElapsedTime[s]: 451.633, Temperature[degC]: 19.50179, Humidity[%]: 48.80598
TimeStamp: 2022/01/18 19:34:53.342494, ElapsedTime[s]: 452.963, Temperature[degC]: 19.48844, Humidity[%]: 48.80598
TimeStamp: 2022/01/18 19:34:54.675132, ElapsedTime[s]: 454.298, Temperature[degC]: 19.51514, Humidity[%]: 48.8365
TimeStamp: 2022/01/18 19:34:56.8748, ElapsedTime[s]: 455.63, Temperature[degC]: 19.50179, Humidity[%]: 48.83345
TimeStamp: 2022/01/18 19:34:57.339532, ElapsedTime[s]: 456.962, Temperature[degC]: 19.50179, Humidity[%]: 48.90059
TimeStamp: 2022/01/18 19:34:58.672514, ElapsedTime[s]: 458.294, Temperature[degC]: 19.50179, Humidity[%]: 49.04402
TimeStamp: 2022/01/18 19:35:00.4278, ElapsedTime[s]: 459.626, Temperature[degC]: 19.50179, Humidity[%]: 49.09438
TimeStamp: 2022/01/18 19:35:01.334856, ElapsedTime[s]: 460.963, Temperature[degC]: 19.5285, Humidity[%]: 49.07149
TimeStamp: 2022/01/18 19:35:02.676135, ElapsedTime[s]: 462.303, Temperature[degC]: 19.50179, Humidity[%]: 49.0837
TimeStamp: 2022/01/18 19:35:04.13639, ElapsedTime[s]: 463.641, Temperature[degC]: 19.51514, Humidity[%]: 48.95247
TimeStamp: 2022/01/18 19:35:05.350173, ElapsedTime[s]: 464.978, Temperature[degC]: 19.5285, Humidity[%]: 48.9662
TimeStamp: 2022/01/18 19:35:06.689767, ElapsedTime[s]: 466.32, Temperature[degC]: 19.5285, Humidity[%]: 48.88838
TimeStamp: 2022/01/18 19:35:08.32489, ElapsedTime[s]: 467.659, Temperature[degC]: 19.5285, Humidity[%]: 48.82429
TimeStamp: 2022/01/18 19:35:09.370420, ElapsedTime[s]: 469.001, Temperature[degC]: 19.5285, Humidity[%]: 48.86396
TimeStamp: 2022/01/18 19:35:10.712479, ElapsedTime[s]: 470.334, Temperature[degC]: 19.5285, Humidity[%]: 48.94179
TimeStamp: 2022/01/18 19:35:12.44285, ElapsedTime[s]: 471.667, Temperature[degC]: 19.5285, Humidity[%]: 48.91584
TimeStamp: 2022/01/18 19:35:13.376414, ElapsedTime[s]: 472.998, Temperature[degC]: 19.5285, Humidity[%]: 48.90211
TimeStamp: 2022/01/18 19:35:14.708998, ElapsedTime[s]: 474.331, Temperature[degC]: 19.5285, Humidity[%]: 48.73121
TimeStamp: 2022/01/18 19:35:16.41871, ElapsedTime[s]: 475.663, Temperature[degC]: 19.5285, Humidity[%]: 48.58625
TimeStamp: 2022/01/18 19:35:17.373535, ElapsedTime[s]: 476.996, Temperature[degC]: 19.55787, Humidity[%]: 48.46113
TimeStamp: 2022/01/18 19:35:18.706048, ElapsedTime[s]: 478.327, Temperature[degC]: 19.54452, Humidity[%]: 48.32838
TimeStamp: 2022/01/18 19:35:20.39218, ElapsedTime[s]: 479.661, Temperature[degC]: 19.5285, Humidity[%]: 48.2475
TimeStamp: 2022/01/18 19:35:21.371260, ElapsedTime[s]: 480.993, Temperature[degC]: 19.54452, Humidity[%]: 48.159
TimeStamp: 2022/01/18 19:35:22.703146, ElapsedTime[s]: 482.325, Temperature[degC]: 19.54452, Humidity[%]: 48.159
TimeStamp: 2022/01/18 19:35:24.35139, ElapsedTime[s]: 483.657, Temperature[degC]: 19.54452, Humidity[%]: 48.25056
TimeStamp: 2022/01/18 19:35:25.365770, ElapsedTime[s]: 484.988, Temperature[degC]: 19.5285, Humidity[%]: 48.33906
TimeStamp: 2022/01/18 19:35:26.698562, ElapsedTime[s]: 486.32, Temperature[degC]: 19.54452, Humidity[%]: 48.35279
TimeStamp: 2022/01/18 19:35:28.31768, ElapsedTime[s]: 487.654, Temperature[degC]: 19.55787, Humidity[%]: 48.34211
TimeStamp: 2022/01/18 19:35:29.363843, ElapsedTime[s]: 488.985, Temperature[degC]: 19.55787, Humidity[%]: 48.30244
TimeStamp: 2022/01/18 19:35:30.696903, ElapsedTime[s]: 490.319, Temperature[degC]: 19.55787, Humidity[%]: 48.31617
TimeStamp: 2022/01/18 19:35:32.33457, ElapsedTime[s]: 491.655, Temperature[degC]: 19.54452, Humidity[%]: 48.31617
TimeStamp: 2022/01/18 19:35:33.364126, ElapsedTime[s]: 492.986, Temperature[degC]: 19.55787, Humidity[%]: 48.25208
TimeStamp: 2022/01/18 19:35:34.697176, ElapsedTime[s]: 494.319, Temperature[degC]: 19.55787, Humidity[%]: 48.23835
TimeStamp: 2022/01/18 19:35:36.29678, ElapsedTime[s]: 495.652, Temperature[degC]: 19.55787, Humidity[%]: 48.25208
TimeStamp: 2022/01/18 19:35:37.362125, ElapsedTime[s]: 496.984, Temperature[degC]: 19.54452, Humidity[%]: 48.2887
TimeStamp: 2022/01/18 19:35:38.693940, ElapsedTime[s]: 498.316, Temperature[degC]: 19.58457, Humidity[%]: 48.32075
TimeStamp: 2022/01/18 19:35:40.28282, ElapsedTime[s]: 499.65, Temperature[degC]: 19.57122, Humidity[%]: 48.26581
TimeStamp: 2022/01/18 19:35:41.359202, ElapsedTime[s]: 500.981, Temperature[degC]: 19.58457, Humidity[%]: 48.2414
TimeStamp: 2022/01/18 19:35:42.692082, ElapsedTime[s]: 502.313, Temperature[degC]: 19.57122, Humidity[%]: 48.2414
TimeStamp: 2022/01/18 19:35:44.23466, ElapsedTime[s]: 503.646, Temperature[degC]: 19.57122, Humidity[%]: 48.18799
TimeStamp: 2022/01/18 19:35:45.355744, ElapsedTime[s]: 504.977, Temperature[degC]: 19.55787, Humidity[%]: 48.17274
TimeStamp: 2022/01/18 19:35:46.687330, ElapsedTime[s]: 506.309, Temperature[degC]: 19.55787, Humidity[%]: 48.18647
TimeStamp: 2022/01/18 19:35:48.21642, ElapsedTime[s]: 507.643, Temperature[degC]: 19.60059, Humidity[%]: 48.17731
TimeStamp: 2022/01/18 19:35:49.352018, ElapsedTime[s]: 508.974, Temperature[degC]: 19.60059, Humidity[%]: 48.09949
TimeStamp: 2022/01/18 19:35:50.685891, ElapsedTime[s]: 510.307, Temperature[degC]: 19.57122, Humidity[%]: 48.03082
TimeStamp: 2022/01/18 19:35:52.18097, ElapsedTime[s]: 511.64, Temperature[degC]: 19.60059, Humidity[%]: 47.94384
TimeStamp: 2022/01/18 19:35:53.348896, ElapsedTime[s]: 512.971, Temperature[degC]: 19.58457, Humidity[%]: 47.86145
TimeStamp: 2022/01/18 19:35:54.682107, ElapsedTime[s]: 514.304, Temperature[degC]: 19.55787, Humidity[%]: 47.85687
TimeStamp: 2022/01/18 19:35:56.14639, ElapsedTime[s]: 515.636, Temperature[degC]: 19.60059, Humidity[%]: 47.77142
TimeStamp: 2022/01/18 19:35:57.344578, ElapsedTime[s]: 516.967, Temperature[degC]: 19.57122, Humidity[%]: 47.68902
TimeStamp: 2022/01/18 19:35:58.677218, ElapsedTime[s]: 518.299, Temperature[degC]: 19.60059, Humidity[%]: 47.60205
TimeStamp: 2022/01/18 19:36:00.8813, ElapsedTime[s]: 519.632, Temperature[degC]: 19.60059, Humidity[%]: 47.56085
TimeStamp: 2022/01/18 19:36:01.340445, ElapsedTime[s]: 520.9691, Temperature[degC]: 19.60059, Humidity[%]: 47.56085
TimeStamp: 2022/01/18 19:36:02.678616, ElapsedTime[s]: 522.306, Temperature[degC]: 19.58457, Humidity[%]: 47.57458
TimeStamp: 2022/01/18 19:36:04.15954, ElapsedTime[s]: 523.642, Temperature[degC]: 19.60059, Humidity[%]: 47.57458
TimeStamp: 2022/01/18 19:36:05.351236, ElapsedTime[s]: 524.978, Temperature[degC]: 19.61395, Humidity[%]: 47.57763
TimeStamp: 2022/01/18 19:36:06.688793, ElapsedTime[s]: 526.319, Temperature[degC]: 19.6273, Humidity[%]: 47.61578
TimeStamp: 2022/01/18 19:36:08.30642, ElapsedTime[s]: 527.658, Temperature[degC]: 19.58457, Humidity[%]: 47.63867
TimeStamp: 2022/01/18 19:36:09.368001, ElapsedTime[s]: 528.997, Temperature[degC]: 19.60059, Humidity[%]: 47.67987
TimeStamp: 2022/01/18 19:36:10.709745, ElapsedTime[s]: 530.332, Temperature[degC]: 19.61395, Humidity[%]: 47.65545
TimeStamp: 2022/01/18 19:36:12.41585, ElapsedTime[s]: 531.663, Temperature[degC]: 19.61395, Humidity[%]: 47.67987
TimeStamp: 2022/01/18 19:36:13.372799, ElapsedTime[s]: 532.995, Temperature[degC]: 19.6273, Humidity[%]: 47.7348
TimeStamp: 2022/01/18 19:36:14.704782, ElapsedTime[s]: 534.326, Temperature[degC]: 19.60059, Humidity[%]: 47.66613
TimeStamp: 2022/01/18 19:36:16.37027, ElapsedTime[s]: 535.659, Temperature[degC]: 19.61395, Humidity[%]: 47.70733
TimeStamp: 2022/01/18 19:36:17.367304, ElapsedTime[s]: 536.989, Temperature[degC]: 19.61395, Humidity[%]: 47.70733
TimeStamp: 2022/01/18 19:36:18.698749, ElapsedTime[s]: 538.321, Temperature[degC]: 19.6273, Humidity[%]: 47.7348
TimeStamp: 2022/01/18 19:36:20.31581, ElapsedTime[s]: 539.653, Temperature[degC]: 19.6273, Humidity[%]: 47.78515
TimeStamp: 2022/01/18 19:36:21.364932, ElapsedTime[s]: 540.987, Temperature[degC]: 19.61395, Humidity[%]: 47.87976
TimeStamp: 2022/01/18 19:36:22.698188, ElapsedTime[s]: 542.32, Temperature[degC]: 19.61395, Humidity[%]: 47.93011
TimeStamp: 2022/01/18 19:36:24.31689, ElapsedTime[s]: 543.6541, Temperature[degC]: 19.6273, Humidity[%]: 47.98505
TimeStamp: 2022/01/18 19:36:25.363889, ElapsedTime[s]: 544.9851, Temperature[degC]: 19.61395, Humidity[%]: 47.982
TimeStamp: 2022/01/18 19:36:26.697438, ElapsedTime[s]: 546.32, Temperature[degC]: 19.64065, Humidity[%]: 47.93164
TimeStamp: 2022/01/18 19:36:28.30332, ElapsedTime[s]: 547.652, Temperature[degC]: 19.6273, Humidity[%]: 47.87976
TimeStamp: 2022/01/18 19:36:29.362269, ElapsedTime[s]: 548.984, Temperature[degC]: 19.6273, Humidity[%]: 47.84009
TimeStamp: 2022/01/18 19:36:30.694974, ElapsedTime[s]: 550.317, Temperature[degC]: 19.6273, Humidity[%]: 47.76074
TimeStamp: 2022/01/18 19:36:32.27027, ElapsedTime[s]: 551.649, Temperature[degC]: 19.6273, Humidity[%]: 47.77447
TimeStamp: 2022/01/18 19:36:33.356741, ElapsedTime[s]: 552.978, Temperature[degC]: 19.6273, Humidity[%]: 47.65698
TimeStamp: 2022/01/18 19:36:34.688778, ElapsedTime[s]: 554.311, Temperature[degC]: 19.64065, Humidity[%]: 47.67071
TimeStamp: 2022/01/18 19:36:36.21190, ElapsedTime[s]: 555.643, Temperature[degC]: 19.6273, Humidity[%]: 47.69665
TimeStamp: 2022/01/18 19:36:37.352430, ElapsedTime[s]: 556.974, Temperature[degC]: 19.61395, Humidity[%]: 47.64172
TimeStamp: 2022/01/18 19:36:38.686404, ElapsedTime[s]: 558.308, Temperature[degC]: 19.64065, Humidity[%]: 47.68445
TimeStamp: 2022/01/18 19:36:40.19699, ElapsedTime[s]: 559.641, Temperature[degC]: 19.64065, Humidity[%]: 47.63257
TimeStamp: 2022/01/18 19:36:41.351143, ElapsedTime[s]: 560.973, Temperature[degC]: 19.64065, Humidity[%]: 47.67071
TimeStamp: 2022/01/18 19:36:42.682453, ElapsedTime[s]: 562.304, Temperature[degC]: 19.65667, Humidity[%]: 47.6463
TimeStamp: 2022/01/18 19:36:44.14395, ElapsedTime[s]: 563.636, Temperature[degC]: 19.6273, Humidity[%]: 47.6051
TimeStamp: 2022/01/18 19:36:45.345417, ElapsedTime[s]: 564.967, Temperature[degC]: 19.6273, Humidity[%]: 47.65698
TimeStamp: 2022/01/18 19:36:46.676344, ElapsedTime[s]: 566.299, Temperature[degC]: 19.6273, Humidity[%]: 47.62951
TimeStamp: 2022/01/18 19:36:48.8952, ElapsedTime[s]: 567.63, Temperature[degC]: 19.65667, Humidity[%]: 47.6463
TimeStamp: 2022/01/18 19:36:49.339167, ElapsedTime[s]: 568.961, Temperature[degC]: 19.64065, Humidity[%]: 47.66003
TimeStamp: 2022/01/18 19:36:50.671807, ElapsedTime[s]: 570.293, Temperature[degC]: 19.64065, Humidity[%]: 47.66003
TimeStamp: 2022/01/18 19:36:52.3833, ElapsedTime[s]: 571.626, Temperature[degC]: 19.64065, Humidity[%]: 47.6051
TimeStamp: 2022/01/18 19:36:53.334754, ElapsedTime[s]: 572.956, Temperature[degC]: 19.64065, Humidity[%]: 47.69665
TimeStamp: 2022/01/18 19:36:54.666035, ElapsedTime[s]: 574.288, Temperature[degC]: 19.65667, Humidity[%]: 47.6463
TimeStamp: 2022/01/18 19:36:55.998820, ElapsedTime[s]: 575.62, Temperature[degC]: 19.6273, Humidity[%]: 47.68292
TimeStamp: 2022/01/18 19:36:57.331764, ElapsedTime[s]: 576.953, Temperature[degC]: 19.65667, Humidity[%]: 47.58221
TimeStamp: 2022/01/18 19:36:58.663659, ElapsedTime[s]: 578.286, Temperature[degC]: 19.64065, Humidity[%]: 47.61883
TimeStamp: 2022/01/18 19:36:59.996730, ElapsedTime[s]: 579.619, Temperature[degC]: 19.65667, Humidity[%]: 47.62036
TimeStamp: 2022/01/18 19:37:01.329926, ElapsedTime[s]: 580.958, Temperature[degC]: 19.65667, Humidity[%]: 47.59594
TimeStamp: 2022/01/18 19:37:02.668282, ElapsedTime[s]: 582.295, Temperature[degC]: 19.65667, Humidity[%]: 47.47692
TimeStamp: 2022/01/18 19:37:04.4608, ElapsedTime[s]: 583.631, Temperature[degC]: 19.65667, Humidity[%]: 47.40978
TimeStamp: 2022/01/18 19:37:05.338902, ElapsedTime[s]: 584.966, Temperature[degC]: 19.64065, Humidity[%]: 47.34416
TimeStamp: 2022/01/18 19:37:06.676175, ElapsedTime[s]: 586.306, Temperature[degC]: 19.64065, Humidity[%]: 47.26329
TimeStamp: 2022/01/18 19:37:08.15791, ElapsedTime[s]: 587.643, Temperature[degC]: 19.67002, Humidity[%]: 47.25414
TimeStamp: 2022/01/18 19:37:09.353461, ElapsedTime[s]: 588.984, Temperature[degC]: 19.64065, Humidity[%]: 47.20226
TimeStamp: 2022/01/18 19:37:10.693746, ElapsedTime[s]: 590.316, Temperature[degC]: 19.67002, Humidity[%]: 47.16259
TimeStamp: 2022/01/18 19:37:12.27021, ElapsedTime[s]: 591.6491, Temperature[degC]: 19.67002, Humidity[%]: 47.1519
TimeStamp: 2022/01/18 19:37:13.355981, ElapsedTime[s]: 592.978, Temperature[degC]: 19.65667, Humidity[%]: 47.11071
TimeStamp: 2022/01/18 19:37:14.686920, ElapsedTime[s]: 594.309, Temperature[degC]: 19.67002, Humidity[%]: 47.12444
TimeStamp: 2022/01/18 19:37:16.19110, ElapsedTime[s]: 595.641, Temperature[degC]: 19.65667, Humidity[%]: 47.07103
TimeStamp: 2022/01/18 19:37:17.348509, ElapsedTime[s]: 596.971, Temperature[degC]: 19.67002, Humidity[%]: 47.11071
TimeStamp: 2022/01/18 19:37:18.679749, ElapsedTime[s]: 598.301, Temperature[degC]: 19.65667, Humidity[%]: 47.11071
TimeStamp: 2022/01/18 19:37:20.10321, ElapsedTime[s]: 599.632, Temperature[degC]: 19.64065, Humidity[%]: 47.10765
TimeStamp: 2022/01/18 19:37:21.340397, ElapsedTime[s]: 600.962, Temperature[degC]: 19.67002, Humidity[%]: 47.07408
TimeStamp: 2022/01/18 19:37:22.671761, ElapsedTime[s]: 602.293, Temperature[degC]: 19.6273, Humidity[%]: 47.04204
TimeStamp: 2022/01/18 19:37:24.2226, ElapsedTime[s]: 603.624, Temperature[degC]: 19.65667, Humidity[%]: 47.01915
TimeStamp: 2022/01/18 19:37:25.331439, ElapsedTime[s]: 604.953, Temperature[degC]: 19.6273, Humidity[%]: 47.05577
TimeStamp: 2022/01/18 19:37:26.663833, ElapsedTime[s]: 606.285, Temperature[degC]: 19.65667, Humidity[%]: 47.07103
TimeStamp: 2022/01/18 19:37:27.995392, ElapsedTime[s]: 607.617, Temperature[degC]: 19.64065, Humidity[%]: 47.06951
TimeStamp: 2022/01/18 19:37:29.327251, ElapsedTime[s]: 608.949, Temperature[degC]: 19.65667, Humidity[%]: 47.08477
TimeStamp: 2022/01/18 19:37:30.658578, ElapsedTime[s]: 610.28, Temperature[degC]: 19.6273, Humidity[%]: 47.04204
TimeStamp: 2022/01/18 19:37:31.990156, ElapsedTime[s]: 611.612, Temperature[degC]: 19.65667, Humidity[%]: 47.07103
TimeStamp: 2022/01/18 19:37:33.321376, ElapsedTime[s]: 612.943, Temperature[degC]: 19.64065, Humidity[%]: 47.0573
TimeStamp: 2022/01/18 19:37:34.652716, ElapsedTime[s]: 614.274, Temperature[degC]: 19.65667, Humidity[%]: 47.08477
TimeStamp: 2022/01/18 19:37:35.983959, ElapsedTime[s]: 615.606, Temperature[degC]: 19.6273, Humidity[%]: 47.06951
TimeStamp: 2022/01/18 19:37:37.316256, ElapsedTime[s]: 616.939, Temperature[degC]: 19.65667, Humidity[%]: 47.08477
TimeStamp: 2022/01/18 19:37:38.648667, ElapsedTime[s]: 618.273, Temperature[degC]: 19.65667, Humidity[%]: 47.0573
TimeStamp: 2022/01/18 19:37:39.983064, ElapsedTime[s]: 619.605, Temperature[degC]: 19.64065, Humidity[%]: 47.04204
TimeStamp: 2022/01/18 19:37:41.315577, ElapsedTime[s]: 620.938, Temperature[degC]: 19.64065, Humidity[%]: 47.10765
TimeStamp: 2022/01/18 19:37:42.646772, ElapsedTime[s]: 622.268, Temperature[degC]: 19.65667, Humidity[%]: 47.16259
TimeStamp: 2022/01/18 19:37:43.977531, ElapsedTime[s]: 623.5991, Temperature[degC]: 19.65667, Humidity[%]: 47.34416
TimeStamp: 2022/01/18 19:37:45.308779, ElapsedTime[s]: 624.93, Temperature[degC]: 19.65667, Humidity[%]: 47.51507
TimeStamp: 2022/01/18 19:37:46.640524, ElapsedTime[s]: 626.262, Temperature[degC]: 19.64065, Humidity[%]: 47.56543
TimeStamp: 2022/01/18 19:37:47.972042, ElapsedTime[s]: 627.594, Temperature[degC]: 19.6273, Humidity[%]: 47.6051
TimeStamp: 2022/01/18 19:37:49.303605, ElapsedTime[s]: 628.925, Temperature[degC]: 19.64065, Humidity[%]: 47.6051
TimeStamp: 2022/01/18 19:37:50.635864, ElapsedTime[s]: 630.258, Temperature[degC]: 19.6273, Humidity[%]: 47.53796
TimeStamp: 2022/01/18 19:37:51.968358, ElapsedTime[s]: 631.59, Temperature[degC]: 19.65667, Humidity[%]: 47.3991
TimeStamp: 2022/01/18 19:37:53.300947, ElapsedTime[s]: 632.922, Temperature[degC]: 19.64065, Humidity[%]: 47.39605
TimeStamp: 2022/01/18 19:37:54.632683, ElapsedTime[s]: 634.254, Temperature[degC]: 19.64065, Humidity[%]: 47.3579
TimeStamp: 2022/01/18 19:37:55.965019, ElapsedTime[s]: 635.587, Temperature[degC]: 19.64065, Humidity[%]: 47.28008
TimeStamp: 2022/01/18 19:37:57.299316, ElapsedTime[s]: 636.922, Temperature[degC]: 19.6273, Humidity[%]: 47.29076
TimeStamp: 2022/01/18 19:37:58.631020, ElapsedTime[s]: 638.253, Temperature[degC]: 19.65667, Humidity[%]: 47.24041
TimeStamp: 2022/01/18 19:37:59.963016, ElapsedTime[s]: 639.585, Temperature[degC]: 19.64065, Humidity[%]: 47.26329
TimeStamp: 2022/01/18 19:38:01.295283, ElapsedTime[s]: 640.924, Temperature[degC]: 19.64065, Humidity[%]: 47.25261
TimeStamp: 2022/01/18 19:38:02.633812, ElapsedTime[s]: 642.26, Temperature[degC]: 19.64065, Humidity[%]: 47.29076
TimeStamp: 2022/01/18 19:38:03.970648, ElapsedTime[s]: 643.597, Temperature[degC]: 19.65667, Humidity[%]: 47.26635
TimeStamp: 2022/01/18 19:38:05.308709, ElapsedTime[s]: 644.935, Temperature[degC]: 19.67002, Humidity[%]: 47.22972
TimeStamp: 2022/01/18 19:38:06.646062, ElapsedTime[s]: 646.276, Temperature[degC]: 19.65667, Humidity[%]: 47.20226
TimeStamp: 2022/01/18 19:38:07.987444, ElapsedTime[s]: 647.6151, Temperature[degC]: 19.6273, Humidity[%]: 47.26329
TimeStamp: 2022/01/18 19:38:09.324786, ElapsedTime[s]: 648.958, Temperature[degC]: 19.64065, Humidity[%]: 47.26329
